HomeTeam,AwayTeam,FTHG,FTAG,FTR
West Brom,Stoke,0,1,A
Arsenal,Swansea,1,0,H
Bolton,Man United,0,5,A
Everton,Aston Villa,2,2,D
Man City,Wigan,3,0,H
Stoke,Liverpool,1,0,H
Sunderland,Chelsea,1,2,A
Wolves,Tottenham,0,2,A
Fulham,Blackburn,1,1,D
Norwich,West Brom,0,1,A
QPR,Newcastle,0,0,D
Aston Villa,Newcastle,1,1,D
Blackburn,Arsenal,4,3,H
Bolton,Norwich,1,2,A
Everton,Wigan,3,1,H
Swansea,West Brom,3,0,H
Wolves,QPR,0,3,A
Fulham,Man City,2,2,D
Man United,Chelsea,3,1,H
Sunderland,Stoke,4,0,H
Tottenham,Liverpool,4,0,H
Arsenal,Bolton,3,0,H
Chelsea,Swansea,4,1,H
Liverpool,Wolves,2,1,H
Man City,Everton,2,0,H
Newcastle,Blackburn,3,1,H
Stoke,Man United,1,1,D
West Brom,Fulham,0,0,D
Wigan,Tottenham,1,2,A
QPR,Aston Villa,1,1,D
Norwich,Sunderland,2,1,H
Aston Villa,Wigan,2,0,H
Blackburn,Man City,0,4,A
Everton,Liverpool,0,2,A
Man United,Norwich,2,0,H
Sunderland,West Brom,2,2,D
Wolves,Newcastle,1,2,A
Bolton,Chelsea,1,5,A
Fulham,QPR,6,0,H
Swansea,Stoke,2,0,H
Tottenham,Arsenal,2,1,H
Chelsea,Everton,3,1,H
Liverpool,Man United,1,1,D
Man City,Aston Villa,4,1,H
Norwich,Swansea,3,1,H
QPR,Blackburn,1,1,D
Stoke,Fulham,2,0,H
Wigan,Bolton,1,3,A
Arsenal,Sunderland,2,1,H
Newcastle,Tottenham,2,2,D
West Brom,Wolves,2,0,H
Aston Villa,West Brom,1,2,A
Bolton,Sunderland,0,2,A
Liverpool,Norwich,1,1,D
Newcastle,Wigan,1,0,H
Wolves,Swansea,2,2,D
Arsenal,Stoke,3,1,H
Blackburn,Tottenham,1,2,A
Fulham,Everton,1,3,A
Man United,Man City,1,6,A
QPR,Chelsea,1,0,H
Chelsea,Arsenal,3,5,A
Everton,Man United,0,1,A
Man City,Wolves,3,1,H
Norwich,Blackburn,3,3,D
Sunderland,Aston Villa,2,2,D
Swansea,Bolton,3,1,H
West Brom,Liverpool,0,2,A
Wigan,Fulham,0,2,A
Tottenham,QPR,3,1,H
Stoke,Newcastle,1,3,A
Arsenal,West Brom,3,0,H
Aston Villa,Norwich,3,2,H
Blackburn,Chelsea,0,1,A
Liverpool,Swansea,0,0,D
Man United,Sunderland,1,0,H
Newcastle,Everton,2,1,H
QPR,Man City,2,3,A
Bolton,Stoke,5,0,H
Fulham,Tottenham,1,3,A
Wolves,Wigan,3,1,H
Everton,Wolves,2,1,H
Man City,Newcastle,3,1,H
Norwich,Arsenal,1,2,A
Stoke,QPR,2,3,A
Sunderland,Fulham,0,0,D
Swansea,Man United,0,1,A
West Brom,Bolton,2,1,H
Wigan,Blackburn,3,3,D
Chelsea,Liverpool,1,2,A
Tottenham,Aston Villa,2,0,H
Arsenal,Fulham,1,1,D
Bolton,Everton,0,2,A
Chelsea,Wolves,3,0,H
Man United,Newcastle,1,1,D
Norwich,QPR,2,1,H
Stoke,Blackburn,3,1,H
Sunderland,Wigan,1,2,A
West Brom,Tottenham,1,3,A
Liverpool,Man City,1,1,D
Swansea,Aston Villa,0,0,D
Aston Villa,Man United,0,1,A
Blackburn,Swansea,4,2,H
Man City,Norwich,5,1,H
Newcastle,Chelsea,0,3,A
QPR,West Brom,1,1,D
Tottenham,Bolton,3,0,H
Wigan,Arsenal,0,4,A
Everton,Stoke,0,1,A
Wolves,Sunderland,2,1,H
Fulham,Liverpool,1,0,H
Arsenal,Everton,1,0,H
Bolton,Aston Villa,1,2,A
Liverpool,QPR,1,0,H
Man United,Wolves,4,1,H
Norwich,Newcastle,4,2,H
Swansea,Fulham,2,0,H
West Brom,Wigan,1,2,A
Stoke,Tottenham,2,1,H
Sunderland,Blackburn,2,1,H
Chelsea,Man City,2,1,H
Blackburn,West Brom,1,2,A
Everton,Norwich,1,1,D
Fulham,Bolton,2,0,H
Newcastle,Swansea,0,0,D
Wigan,Chelsea,1,1,D
Wolves,Stoke,1,2,A
Aston Villa,Liverpool,0,2,A
Man City,Arsenal,1,0,H
QPR,Man United,0,2,A
Tottenham,Sunderland,1,0,H
Blackburn,Bolton,1,2,A
Wolves,Norwich,2,2,D
Aston Villa,Arsenal,1,2,A
Everton,Swansea,1,0,H
Fulham,Man United,0,5,A
Man City,Stoke,3,0,H
Newcastle,West Brom,2,3,A
QPR,Sunderland,2,3,A
Wigan,Liverpool,0,0,D
Tottenham,Chelsea,1,1,D
Bolton,Newcastle,0,2,A
Chelsea,Fulham,1,1,D
Liverpool,Blackburn,1,1,D
Man United,Wigan,5,0,H
Stoke,Aston Villa,0,0,D
Sunderland,Everton,1,1,D
West Brom,Man City,0,0,D
Arsenal,Wolves,1,1,D
Norwich,Tottenham,0,2,A
Swansea,QPR,1,1,D
Liverpool,Newcastle,3,1,H
Arsenal,QPR,1,0,H
Bolton,Wolves,1,1,D
Chelsea,Aston Villa,1,3,A
Man United,Blackburn,2,3,A
Norwich,Fulham,1,1,D
Stoke,Wigan,2,2,D
Swansea,Tottenham,1,1,D
Sunderland,Man City,1,0,H
West Brom,Everton,0,1,A
Aston Villa,Swansea,0,2,A
Blackburn,Stoke,1,2,A
Fulham,Arsenal,2,1,H
QPR,Norwich,1,2,A
Wolves,Chelsea,1,2,A
Man City,Liverpool,3,0,H
Tottenham,West Brom,1,0,H
Wigan,Sunderland,1,4,A
Everton,Bolton,1,2,A
Newcastle,Man United,3,0,H
Tottenham,Everton,2,0,H
Aston Villa,Everton,1,1,D
Blackburn,Fulham,3,1,H
Chelsea,Sunderland,1,0,H
Liverpool,Stoke,0,0,D
Man United,Bolton,3,0,H
Tottenham,Wolves,1,1,D
West Brom,Norwich,1,2,A
Newcastle,QPR,1,0,H
Swansea,Arsenal,3,2,H
Wigan,Man City,0,1,A
Bolton,Liverpool,3,1,H
Everton,Blackburn,1,1,D
Fulham,Newcastle,5,2,H
Norwich,Chelsea,0,0,D
QPR,Wigan,3,1,H
Stoke,West Brom,1,2,A
Sunderland,Swansea,2,0,H
Wolves,Aston Villa,2,3,A
Arsenal,Man United,1,2,A
Man City,Tottenham,3,2,H
Everton,Man City,1,0,H
Man United,Stoke,2,0,H
Swansea,Chelsea,1,1,D
Tottenham,Wigan,3,1,H
Wolves,Liverpool,0,3,A
Aston Villa,QPR,2,2,D
Blackburn,Newcastle,0,2,A
Bolton,Arsenal,0,0,D
Fulham,West Brom,1,1,D
Sunderland,Norwich,3,0,H
Arsenal,Blackburn,7,1,H
Man City,Fulham,3,0,H
Norwich,Bolton,2,0,H
QPR,Wolves,1,2,A
Stoke,Sunderland,0,1,A
West Brom,Swansea,1,2,A
Wigan,Everton,1,1,D
Chelsea,Man United,3,3,D
Newcastle,Aston Villa,2,1,H
Liverpool,Tottenham,0,0,D
Blackburn,QPR,3,2,H
Bolton,Wigan,1,2,A
Everton,Chelsea,2,0,H
Fulham,Stoke,2,1,H
Man United,Liverpool,2,1,H
Sunderland,Arsenal,1,2,A
Swansea,Norwich,2,3,A
Tottenham,Newcastle,5,0,H
Aston Villa,Man City,0,1,A
Wolves,West Brom,1,5,A
Chelsea,Bolton,3,0,H
Man City,Blackburn,3,0,H
Newcastle,Wolves,2,2,D
QPR,Fulham,0,1,A
West Brom,Sunderland,4,0,H
Wigan,Aston Villa,0,0,D
Arsenal,Tottenham,5,2,H
Norwich,Man United,1,2,A
Stoke,Swansea,2,0,H
Blackburn,Aston Villa,1,1,D
Liverpool,Arsenal,1,2,A
Man City,Bolton,2,0,H
QPR,Everton,1,1,D
Stoke,Norwich,1,0,H
West Brom,Chelsea,1,0,H
Wigan,Swansea,0,2,A
Fulham,Wolves,5,0,H
Newcastle,Sunderland,1,1,D
Tottenham,Man United,1,3,A
Aston Villa,Fulham,1,0,H
Bolton,QPR,2,1,H
Chelsea,Stoke,1,0,H
Everton,Tottenham,1,0,H
Sunderland,Liverpool,1,0,H
Wolves,Blackburn,0,2,A
Man United,West Brom,2,0,H
Norwich,Wigan,1,1,D
Swansea,Man City,1,0,H
Arsenal,Newcastle,2,1,H
Liverpool,Everton,3,0,H
Fulham,Swansea,0,3,A
Wigan,West Brom,1,1,D
Newcastle,Norwich,1,0,H
Wolves,Man United,0,5,A
Blackburn,Sunderland,2,0,H
Everton,Arsenal,0,1,A
Man City,Chelsea,2,1,H
QPR,Liverpool,3,2,H
Tottenham,Stoke,1,1,D
Arsenal,Aston Villa,3,0,H
Bolton,Blackburn,2,1,H
Chelsea,Tottenham,0,0,D
Liverpool,Wigan,1,2,A
Norwich,Wolves,2,1,H
Stoke,Man City,1,1,D
Sunderland,QPR,3,1,H
Swansea,Everton,0,2,A
West Brom,Newcastle,1,3,A
Man United,Fulham,1,0,H
Aston Villa,Chelsea,2,4,A
Everton,West Brom,2,0,H
Fulham,Norwich,2,1,H
Man City,Sunderland,3,3,D
QPR,Arsenal,2,1,H
Wigan,Stoke,2,0,H
Wolves,Bolton,2,3,A
Newcastle,Liverpool,2,0,H
Tottenham,Swansea,3,1,H
Blackburn,Man United,0,2,A
Swansea,Newcastle,0,2,A
Bolton,Fulham,0,3,A
Chelsea,Wigan,2,1,H
Liverpool,Aston Villa,1,1,D
Norwich,Everton,2,2,D
Stoke,Wolves,2,1,H
Sunderland,Tottenham,0,0,D
West Brom,Blackburn,3,0,H
Arsenal,Man City,1,0,H
Man United,QPR,2,0,H
Aston Villa,Stoke,1,1,D
Everton,Sunderland,4,0,H
Fulham,Chelsea,1,1,D
Newcastle,Bolton,2,0,H
Tottenham,Norwich,1,2,A
Blackburn,Liverpool,2,3,A
Man City,West Brom,4,0,H
QPR,Swansea,3,0,H
Wigan,Man United,1,0,H
Wolves,Arsenal,0,3,A
Norwich,Man City,1,6,A
Sunderland,Wolves,0,0,D
Swansea,Blackburn,3,0,H
West Brom,QPR,1,0,H
Man United,Aston Villa,4,0,H
Arsenal,Wigan,1,2,A
Arsenal,Chelsea,0,0,D
Aston Villa,Sunderland,0,0,D
Blackburn,Norwich,2,0,H
Bolton,Swansea,1,1,D
Fulham,Wigan,2,1,H
Newcastle,Stoke,3,0,H
QPR,Tottenham,1,0,H
Liverpool,West Brom,0,1,A
Man United,Everton,4,4,D
Wolves,Man City,0,2,A
Aston Villa,Bolton,1,2,A
Everton,Fulham,4,0,H
Norwich,Liverpool,0,3,A
Stoke,Arsenal,1,1,D
Sunderland,Bolton,2,2,D
Swansea,Wolves,4,4,D
West Brom,Aston Villa,0,0,D
Wigan,Newcastle,4,0,H
Chelsea,QPR,6,1,H
Tottenham,Blackburn,2,0,H
Man City,Man United,1,0,H
Liverpool,Fulham,0,1,A
Stoke,Everton,1,1,D
Bolton,Tottenham,1,4,A
Chelsea,Newcastle,0,2,A
Arsenal,Norwich,3,3,D
Aston Villa,Tottenham,1,1,D
Bolton,West Brom,2,2,D
Fulham,Sunderland,2,1,H
Man United,Swansea,2,0,H
Newcastle,Man City,0,2,A
QPR,Stoke,1,0,H
Wolves,Everton,0,0,D
Blackburn,Wigan,0,1,A
Liverpool,Chelsea,4,1,H
Chelsea,Blackburn,2,1,H
Everton,Newcastle,3,1,H
Man City,QPR,3,2,H
Norwich,Aston Villa,2,0,H
Stoke,Bolton,2,2,D
Sunderland,Man United,0,1,A
Swansea,Liverpool,1,0,H
Tottenham,Fulham,2,0,H
West Brom,Arsenal,2,3,A
Wigan,Wolves,3,2,H
Arsenal,Sunderland,0,0,D
Fulham,Norwich,5,0,H
Newcastle,Tottenham,2,1,H
QPR,Swansea,0,5,A
Reading,Stoke,1,1,D
West Brom,Liverpool,3,0,H
West Ham,Aston Villa,1,0,H
Man City,Southampton,3,2,H
Wigan,Chelsea,0,2,A
Everton,Man United,1,0,H
Chelsea,Reading,4,2,H
Aston Villa,Everton,1,3,A
Chelsea,Newcastle,2,0,H
Man United,Fulham,3,2,H
Norwich,QPR,1,1,D
Southampton,Wigan,0,2,A
Swansea,West Ham,3,0,H
Tottenham,West Brom,1,1,D
Liverpool,Man City,2,2,D
Stoke,Arsenal,0,0,D
Man City,QPR,3,1,H
Swansea,Sunderland,2,2,D
Tottenham,Norwich,1,1,D
West Brom,Everton,2,0,H
West Ham,Fulham,3,0,H
Wigan,Stoke,2,2,D
Liverpool,Arsenal,0,2,A
Newcastle,Aston Villa,1,1,D
Southampton,Man United,2,3,A
Arsenal,Southampton,6,1,H
Aston Villa,Swansea,2,0,H
Fulham,West Brom,3,0,H
Man United,Wigan,4,0,H
Norwich,West Ham,0,0,D
QPR,Chelsea,0,0,D
Stoke,Man City,1,1,D
Sunderland,Liverpool,1,1,D
Reading,Tottenham,1,3,A
Everton,Newcastle,2,2,D
Chelsea,Stoke,1,0,H
Southampton,Aston Villa,4,1,H
Swansea,Everton,0,3,A
West Brom,Reading,1,0,H
West Ham,Sunderland,1,1,D
Wigan,Fulham,1,2,A
Liverpool,Man United,1,2,A
Man City,Arsenal,1,1,D
Newcastle,Norwich,1,0,H
Tottenham,QPR,2,1,H
Arsenal,Chelsea,1,2,A
Everton,Southampton,3,1,H
Fulham,Man City,1,2,A
Man United,Tottenham,2,3,A
Norwich,Liverpool,2,5,A
Reading,Newcastle,2,2,D
Stoke,Swansea,2,0,H
Sunderland,Wigan,1,0,H
Aston Villa,West Brom,1,1,D
QPR,West Ham,1,2,A
Chelsea,Norwich,4,1,H
Man City,Sunderland,3,0,H
Swansea,Reading,2,2,D
West Brom,QPR,3,2,H
West Ham,Arsenal,1,3,A
Wigan,Everton,2,2,D
Liverpool,Stoke,0,0,D
Newcastle,Man United,0,3,A
Southampton,Fulham,2,2,D
Tottenham,Aston Villa,2,0,H
Fulham,Aston Villa,1,0,H
Liverpool,Reading,1,0,H
Man United,Stoke,4,2,H
Norwich,Arsenal,1,0,H
Swansea,Wigan,2,1,H
Tottenham,Chelsea,2,4,A
West Brom,Man City,1,2,A
West Ham,Southampton,4,1,H
QPR,Everton,1,1,D
Sunderland,Newcastle,1,1,D
Arsenal,QPR,1,0,H
Aston Villa,Norwich,1,1,D
Man City,Swansea,1,0,H
Reading,Fulham,3,3,D
Stoke,Sunderland,0,0,D
Wigan,West Ham,2,1,H
Chelsea,Man United,2,3,A
Everton,Liverpool,2,2,D
Newcastle,West Brom,2,1,H
Southampton,Tottenham,1,2,A
Fulham,Everton,2,2,D
Man United,Arsenal,2,1,H
Norwich,Stoke,1,0,H
Sunderland,Aston Villa,0,1,A
Swansea,Chelsea,1,1,D
Tottenham,Wigan,0,1,A
West Ham,Man City,0,0,D
Liverpool,Newcastle,1,1,D
QPR,Reading,1,1,D
West Brom,Southampton,2,0,H
Arsenal,Fulham,3,3,D
Aston Villa,Man United,2,3,A
Everton,Sunderland,2,1,H
Reading,Norwich,0,0,D
Southampton,Swansea,1,1,D
Stoke,QPR,1,0,H
Wigan,West Brom,1,2,A
Chelsea,Liverpool,1,1,D
Man City,Tottenham,2,1,H
Newcastle,West Ham,0,1,A
Arsenal,Tottenham,5,2,H
Liverpool,Wigan,3,0,H
Man City,Aston Villa,5,0,H
Newcastle,Swansea,1,2,A
Norwich,Man United,1,0,H
QPR,Southampton,1,3,A
Reading,Everton,2,1,H
West Brom,Chelsea,2,1,H
Fulham,Sunderland,1,3,A
West Ham,Stoke,1,1,D
Aston Villa,Arsenal,0,0,D
Everton,Norwich,1,1,D
Man United,QPR,3,1,H
Stoke,Fulham,1,0,H
Sunderland,West Brom,2,4,A
Wigan,Reading,3,2,H
Chelsea,Man City,0,0,D
Southampton,Newcastle,2,0,H
Swansea,Liverpool,0,0,D
Tottenham,West Ham,3,1,H
Aston Villa,Reading,1,0,H
Sunderland,QPR,0,0,D
Chelsea,Fulham,0,0,D
Everton,Arsenal,1,1,D
Man United,West Ham,1,0,H
Southampton,Norwich,1,1,D
Stoke,Newcastle,2,1,H
Swansea,West Brom,3,1,H
Tottenham,Liverpool,2,1,H
Wigan,Man City,0,2,A
Arsenal,Swansea,0,2,A
Fulham,Tottenham,0,3,A
Liverpool,Southampton,1,0,H
Man City,Everton,1,1,D
QPR,Aston Villa,1,1,D
Reading,Man United,3,4,A
West Brom,Stoke,0,1,A
West Ham,Chelsea,3,1,H
Norwich,Sunderland,2,1,H
Newcastle,Wigan,3,0,H
Arsenal,West Brom,2,0,H
Aston Villa,Stoke,0,0,D
Southampton,Reading,1,0,H
Sunderland,Chelsea,1,3,A
Swansea,Norwich,3,4,A
Wigan,QPR,2,2,D
Everton,Tottenham,2,1,H
Man City,Man United,2,3,A
West Ham,Liverpool,2,3,A
Fulham,Newcastle,2,1,H
Sunderland,Reading,3,0,H
Liverpool,Aston Villa,1,3,A
Man United,Sunderland,3,1,H
Newcastle,Man City,1,3,A
Norwich,Wigan,2,1,H
QPR,Fulham,2,1,H
Stoke,Everton,1,1,D
Tottenham,Swansea,1,0,H
West Brom,West Ham,0,0,D
Reading,Arsenal,2,5,A
Liverpool,Fulham,4,0,H
Man City,Reading,1,0,H
Newcastle,QPR,1,0,H
Southampton,Sunderland,0,1,A
Tottenham,Stoke,0,0,D
West Brom,Norwich,2,1,H
West Ham,Everton,1,2,A
Wigan,Arsenal,0,1,A
Chelsea,Aston Villa,8,0,H
Swansea,Man United,1,1,D
Aston Villa,Tottenham,0,4,A
Everton,Wigan,2,1,H
Fulham,Southampton,1,1,D
Man United,Newcastle,4,3,H
Norwich,Chelsea,0,1,A
QPR,West Brom,1,2,A
Reading,Swansea,0,0,D
Stoke,Liverpool,3,1,H
Sunderland,Man City,1,0,H
Arsenal,Newcastle,7,3,H
Aston Villa,Wigan,0,3,A
Fulham,Swansea,1,2,A
Man United,West Brom,2,0,H
Norwich,Man City,3,4,A
Reading,West Ham,1,0,H
Stoke,Southampton,3,3,D
Sunderland,Tottenham,1,2,A
Everton,Chelsea,1,2,A
QPR,Liverpool,0,3,A
Man City,Stoke,3,0,H
Southampton,Arsenal,1,1,D
Swansea,Aston Villa,2,2,D
Tottenham,Reading,3,1,H
West Brom,Fulham,1,2,A
West Ham,Norwich,2,1,H
Wigan,Man United,0,4,A
Chelsea,QPR,0,1,A
Liverpool,Sunderland,3,0,H
Newcastle,Everton,1,2,A
Aston Villa,Southampton,0,1,A
Everton,Swansea,0,0,D
Fulham,Wigan,1,1,D
Norwich,Newcastle,0,0,D
QPR,Tottenham,0,0,D
Reading,West Brom,3,2,H
Stoke,Chelsea,0,4,A
Sunderland,West Ham,3,0,H
Arsenal,Man City,0,2,A
Man United,Liverpool,2,1,H
Chelsea,Southampton,2,2,D
Liverpool,Norwich,5,0,H
Man City,Fulham,2,0,H
Newcastle,Reading,1,2,A
Swansea,Stoke,3,1,H
West Brom,Aston Villa,2,2,D
West Ham,QPR,1,1,D
Wigan,Sunderland,2,3,A
Chelsea,Arsenal,2,1,H
Tottenham,Man United,1,1,D
Southampton,Everton,0,0,D
Arsenal,West Ham,5,1,H
Aston Villa,Newcastle,1,2,A
QPR,Man City,0,0,D
Stoke,Wigan,2,2,D
Sunderland,Swansea,0,0,D
Arsenal,Liverpool,2,2,D
Everton,West Brom,2,1,H
Fulham,West Ham,3,1,H
Man United,Southampton,2,1,H
Norwich,Tottenham,1,1,D
Reading,Chelsea,2,2,D
Arsenal,Stoke,1,0,H
Everton,Aston Villa,3,3,D
Fulham,Man United,0,1,A
Newcastle,Chelsea,3,2,H
QPR,Norwich,0,0,D
Reading,Sunderland,2,1,H
West Ham,Swansea,1,0,H
Wigan,Southampton,2,2,D
Man City,Liverpool,2,2,D
West Brom,Tottenham,0,1,A
Chelsea,Wigan,4,1,H
Norwich,Fulham,0,0,D
Southampton,Man City,3,1,H
Stoke,Reading,2,1,H
Sunderland,Arsenal,0,1,A
Swansea,QPR,4,1,H
Tottenham,Newcastle,2,1,H
Aston Villa,West Ham,2,1,H
Man United,Everton,2,0,H
Liverpool,West Brom,0,2,A
Liverpool,Swansea,5,0,H
Arsenal,Aston Villa,2,1,H
Fulham,Stoke,1,0,H
Norwich,Everton,2,1,H
QPR,Man United,0,2,A
Reading,Wigan,0,3,A
West Brom,Sunderland,2,1,H
Man City,Chelsea,2,0,H
Newcastle,Southampton,4,2,H
West Ham,Tottenham,2,3,A
Chelsea,West Brom,1,0,H
Everton,Reading,3,1,H
Man United,Norwich,4,0,H
Southampton,QPR,1,2,A
Stoke,West Ham,0,1,A
Sunderland,Fulham,2,2,D
Swansea,Newcastle,1,0,H
Wigan,Liverpool,0,4,A
Tottenham,Arsenal,2,1,H
Aston Villa,Man City,0,1,A
Norwich,Southampton,0,0,D
QPR,Sunderland,3,1,H
Reading,Aston Villa,1,2,A
West Brom,Swansea,2,1,H
Liverpool,Tottenham,3,2,H
Newcastle,Stoke,2,1,H
Aston Villa,QPR,3,2,H
Everton,Man City,2,0,H
Man United,Reading,1,0,H
Southampton,Liverpool,3,1,H
Stoke,West Brom,0,0,D
Swansea,Arsenal,0,2,A
Chelsea,West Ham,2,0,H
Sunderland,Norwich,1,1,D
Tottenham,Fulham,0,1,A
Wigan,Newcastle,2,1,H
Arsenal,Reading,4,1,H
Everton,Stoke,1,0,H
Man City,Newcastle,4,0,H
Southampton,Chelsea,2,1,H
Sunderland,Man United,0,1,A
Swansea,Tottenham,1,2,A
West Ham,West Brom,3,1,H
Wigan,Norwich,1,0,H
Aston Villa,Liverpool,1,2,A
Fulham,QPR,3,2,H
Norwich,Swansea,2,2,D
Reading,Southampton,0,2,A
Stoke,Aston Villa,1,3,A
West Brom,Arsenal,1,2,A
Chelsea,Sunderland,2,1,H
Liverpool,West Ham,0,0,D
Newcastle,Fulham,1,0,H
QPR,Wigan,1,1,D
Tottenham,Everton,2,2,D
Man United,Man City,1,2,A
Arsenal,Norwich,3,1,H
Aston Villa,Fulham,1,1,D
Everton,QPR,2,0,H
Reading,Liverpool,0,0,D
Southampton,West Ham,1,1,D
Newcastle,Sunderland,0,3,A
Stoke,Man United,0,2,A
Arsenal,Everton,0,0,D
Fulham,Chelsea,0,3,A
Man City,Wigan,1,0,H
West Ham,Man United,2,2,D
Fulham,Arsenal,0,1,A
Norwich,Reading,2,1,H
QPR,Stoke,0,2,A
Sunderland,Everton,1,0,H
Swansea,Southampton,0,0,D
West Brom,Newcastle,1,1,D
West Ham,Wigan,2,0,H
Liverpool,Chelsea,2,2,D
Tottenham,Man City,3,1,H
Man United,Aston Villa,3,0,H
Everton,Fulham,1,0,H
Man City,West Ham,2,1,H
Newcastle,Liverpool,0,6,A
Southampton,West Brom,0,3,A
Stoke,Norwich,1,0,H
Wigan,Tottenham,2,2,D
Arsenal,Man United,1,1,D
Chelsea,Swansea,2,0,H
Reading,QPR,0,0,D
Aston Villa,Sunderland,6,1,H
Fulham,Reading,2,4,A
Norwich,Aston Villa,1,2,A
QPR,Arsenal,0,1,A
Swansea,Man City,0,0,D
Tottenham,Southampton,1,0,H
West Brom,Wigan,2,3,A
West Ham,Newcastle,0,0,D
Liverpool,Everton,0,0,D
Man United,Chelsea,0,1,A
Sunderland,Stoke,1,1,D
Man City,West Brom,1,0,H
Wigan,Swansea,2,3,A
Chelsea,Tottenham,2,2,D
Aston Villa,Chelsea,1,2,A
Everton,West Ham,2,0,H
Fulham,Liverpool,1,3,A
Man United,Swansea,2,1,H
Norwich,West Brom,4,0,H
QPR,Newcastle,1,2,A
Stoke,Tottenham,1,2,A
Sunderland,Southampton,1,1,D
Arsenal,Wigan,4,1,H
Reading,Man City,0,2,A
Chelsea,Everton,2,1,H
Liverpool,QPR,1,0,H
Man City,Norwich,2,3,A
Newcastle,Arsenal,0,1,A
Southampton,Stoke,1,1,D
Swansea,Fulham,0,3,A
Tottenham,Sunderland,1,0,H
West Brom,Man United,5,5,D
West Ham,Reading,4,2,H
Wigan,Aston Villa,2,2,D
Arsenal,Aston Villa,1,3,A
Liverpool,Stoke,1,0,H
Norwich,Everton,2,2,D
Sunderland,Fulham,0,1,A
Swansea,Man United,1,4,A
West Brom,Southampton,0,1,A
West Ham,Cardiff,2,0,H
Chelsea,Hull,2,0,H
Crystal Palace,Tottenham,0,1,A
Man City,Newcastle,4,0,H
Chelsea,Aston Villa,2,1,H
Aston Villa,Liverpool,0,1,A
Everton,West Brom,0,0,D
Fulham,Arsenal,1,3,A
Hull,Norwich,1,0,H
Newcastle,West Ham,0,0,D
Southampton,Sunderland,1,1,D
Stoke,Crystal Palace,2,1,H
Cardiff,Man City,3,2,H
Tottenham,Swansea,1,0,H
Man United,Chelsea,0,0,D
Cardiff,Everton,0,0,D
Crystal Palace,Sunderland,3,1,H
Man City,Hull,2,0,H
Newcastle,Fulham,1,0,H
Norwich,Southampton,1,0,H
West Ham,Stoke,0,1,A
Arsenal,Tottenham,1,0,H
Liverpool,Man United,1,0,H
West Brom,Swansea,0,2,A
Aston Villa,Newcastle,1,2,A
Everton,Chelsea,1,0,H
Fulham,West Brom,1,1,D
Hull,Cardiff,1,1,D
Man United,Crystal Palace,2,0,H
Stoke,Man City,0,0,D
Sunderland,Arsenal,1,3,A
Tottenham,Norwich,2,0,H
Southampton,West Ham,0,0,D
Swansea,Liverpool,2,2,D
Chelsea,Fulham,2,0,H
Liverpool,Southampton,0,1,A
Newcastle,Hull,2,3,A
Norwich,Aston Villa,0,1,A
West Brom,Sunderland,3,0,H
West Ham,Everton,2,3,A
Arsenal,Stoke,3,1,H
Cardiff,Tottenham,0,1,A
Crystal Palace,Swansea,0,2,A
Man City,Man United,4,1,H
Aston Villa,Man City,3,2,H
Fulham,Cardiff,1,2,A
Hull,West Ham,1,0,H
Man United,West Brom,1,2,A
Southampton,Crystal Palace,2,0,H
Swansea,Arsenal,1,2,A
Tottenham,Chelsea,1,1,D
Stoke,Norwich,0,1,A
Sunderland,Liverpool,1,3,A
Everton,Newcastle,3,2,H
Cardiff,Newcastle,1,2,A
Fulham,Stoke,1,0,H
Hull,Aston Villa,0,0,D
Liverpool,Crystal Palace,3,1,H
Man City,Everton,3,1,H
Sunderland,Man United,1,2,A
Norwich,Chelsea,1,3,A
Southampton,Swansea,2,0,H
Tottenham,West Ham,0,3,A
West Brom,Arsenal,1,1,D
Arsenal,Norwich,4,1,H
Chelsea,Cardiff,4,1,H
Everton,Hull,2,1,H
Man United,Southampton,1,1,D
Newcastle,Liverpool,2,2,D
Stoke,West Brom,0,0,D
Swansea,Sunderland,4,0,H
West Ham,Man City,1,3,A
Aston Villa,Tottenham,0,2,A
Crystal Palace,Fulham,1,4,A
Aston Villa,Everton,0,2,A
Crystal Palace,Arsenal,0,2,A
Liverpool,West Brom,4,1,H
Man United,Stoke,3,2,H
Norwich,Cardiff,0,0,D
Southampton,Fulham,2,0,H
Chelsea,Man City,2,1,H
Sunderland,Newcastle,2,1,H
Swansea,West Ham,0,0,D
Tottenham,Hull,1,0,H
Arsenal,Liverpool,2,0,H
Fulham,Man United,1,3,A
Hull,Sunderland,1,0,H
Man City,Norwich,7,0,H
Newcastle,Chelsea,2,0,H
Stoke,Southampton,1,1,D
West Brom,Crystal Palace,2,0,H
West Ham,Aston Villa,0,0,D
Cardiff,Swansea,1,0,H
Everton,Tottenham,0,0,D
Aston Villa,Cardiff,2,0,H
Chelsea,West Brom,2,2,D
Crystal Palace,Everton,0,0,D
Liverpool,Fulham,4,0,H
Norwich,West Ham,3,1,H
Southampton,Hull,4,1,H
Man United,Arsenal,1,0,H
Sunderland,Man City,1,0,H
Swansea,Stoke,3,3,D
Tottenham,Newcastle,0,1,A
Arsenal,Southampton,2,0,H
Everton,Liverpool,3,3,D
Fulham,Swansea,1,2,A
Hull,Crystal Palace,0,1,A
Newcastle,Norwich,2,1,H
Stoke,Sunderland,2,0,H
West Ham,Chelsea,0,3,A
